"{""richText"":[{""font"":{""bold"":true,""size"":8,""color"":{}},""text"":""Note: ""},{""font"":{""size"":8,""color"":{}},""text"":""The data and information in this document is reflective of a hypothetical situation and client. This document is to be used for KPMG Virtual Internship purposes only. ""}]}",,,,,,,,,,,,,,,,,,,,,,
"first_name","last_name","gender","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation",,,,,,"Rank","Value"
"Frederich","Glantz","Male","37","1997-08-27","Nuclear Power Engineer","Manufacturing","High Net Worth","N","Yes","10","9 Glacier Hill Circle","2762","NSW","Australia","8","{""formula"":"""",""result"":1.1}","{""formula"":""Q439*(IF(J439=\""Yes\"",1.25,1))"",""result"":1.375}","{""formula"":""R439*(IF(OR(VALUE(P439)>8,VALUE(D439)>80),1.25,1))"",""result"":1.375}","{""formula"":""S439*(IF(H439=\""Mass Customer\"",0.85,1))"",""result"":1.375}","{""formula"":""RANK(W439,W1:W1002,0)"",""result"":436}","436","0.903125"
"Rodolph","Denniss","Male","28","1974-08-07","Geologist III","Property","Affluent Customer","N","Yes","7","91281 Transport Center","3356","VIC","Australia","2","{""formula"":"""",""result"":0.71}","{""formula"":""Q440*(IF(J440=\""Yes\"",1.25,1))"",""result"":0.8875}","{""formula"":""R440*(IF(OR(VALUE(P440)>8,VALUE(D440)>80),1.25,1))"",""result"":0.8875}","{""formula"":""S440*(IF(H440=\""Mass Customer\"",0.85,1))"",""result"":0.8875}","{""formula"":""RANK(W440,W1:W1002,0)"",""result"":436}","436","0.903125"
"Craggie","Dering","Male","47","1952-10-05","Actuary","Financial Services","Mass Customer","N","No","7","11 Paget Road","2125","NSW","Australia","10","{""formula"":"""",""result"":0.95}","{""formula"":""Q441*(IF(J441=\""Yes\"",1.25,1))"",""result"":0.95}","{""formula"":""R441*(IF(OR(VALUE(P441)>8,VALUE(D441)>80),1.25,1))"",""result"":1.1875}","{""formula"":""S441*(IF(H441=\""Mass Customer\"",0.85,1))"",""result"":1.009375}","{""formula"":""RANK(W441,W1:W1002,0)"",""result"":436}","436","0.903125"
"Johna","Bunker","U","93",,"Tax Accountant","IT","Mass Customer","N","Yes","14","3686 Waubesa Way","3065","VIC","Australia","6","{""formula"":"""",""result"":0.9}","{""formula"":""Q442*(IF(J442=\""Yes\"",1.25,1))"",""result"":1.125}","{""formula"":""R442*(IF(OR(VALUE(P442)>8,VALUE(D442)>80),1.25,1))"",""result"":1.40625}","{""formula"":""S442*(IF(H442=\""Mass Customer\"",0.85,1))"",""result"":1.1953125}","{""formula"":""RANK(W442,W1:W1002,0)"",""result"":436}","436","0.903125"
"Giralda","MacPeake","Female","59","1941-04-04","Librarian","Entertainment","High Net Worth","N","Yes","14","6 Killdeer Way","2705","NSW","Australia","1","{""formula"":"""",""result"":0.93}","{""formula"":""Q443*(IF(J443=\""Yes\"",1.25,1))"",""result"":1.1625}","{""formula"":""R443*(IF(OR(VALUE(P443)>8,VALUE(D443)>80),1.25,1))"",""result"":1.1625}","{""formula"":""S443*(IF(H443=\""Mass Customer\"",0.85,1))"",""result"":1.1625}","{""formula"":""RANK(W443,W1:W1002,0)"",""result"":441}","441","0.901"
"Rodney","Trethewey","Male","16","1997-03-17","Software Consultant","Financial Services","Affluent Customer","N","No","15","737 Service Lane","3030","VIC","Australia","8","{""formula"":"""",""result"":0.44}","{""formula"":""Q444*(IF(J444=\""Yes\"",1.25,1))"",""result"":0.44}","{""formula"":""R444*(IF(OR(VALUE(P444)>8,VALUE(D444)>80),1.25,1))"",""result"":0.44}","{""formula"":""S444*(IF(H444=\""Mass Customer\"",0.85,1))"",""result"":0.44}","{""formula"":""RANK(W444,W1:W1002,0)"",""result"":441}","441","0.901"
"Theresina",,"Female","30","1987-03-01","General Manager","Argiculture","Mass Customer","N","Yes","14","253 Katie Junction","2650","NSW","Australia","2","{""formula"":"""",""result"":0.63}","{""formula"":""Q445*(IF(J445=\""Yes\"",1.25,1))"",""result"":0.7875}","{""formula"":""R445*(IF(OR(VALUE(P445)>8,VALUE(D445)>80),1.25,1))"",""result"":0.7875}","{""formula"":""S445*(IF(H445=\""Mass Customer\"",0.85,1))"",""result"":0.6693749999999999}","{""formula"":""RANK(W445,W1:W1002,0)"",""result"":441}","441","0.901"
"Gleda","Howerd","Female","59","1964-01-22","Senior Developer","IT","Mass Customer","N","No","6","481 Moulton Place","2440","NSW","Australia","2","{""formula"":"""",""result"":0.75}","{""formula"":""Q446*(IF(J446=\""Yes\"",1.25,1))"",""result"":0.75}","{""formula"":""R446*(IF(OR(VALUE(P446)>8,VALUE(D446)>80),1.25,1))"",""result"":0.75}","{""formula"":""S446*(IF(H446=\""Mass Customer\"",0.85,1))"",""result"":0.6375}","{""formula"":""RANK(W446,W1:W1002,0)"",""result"":444}","444","0.9"
"Melany","Ladewig","Female","76","1972-05-17","Research Associate","Financial Services","Mass Customer","N","Yes","10","3864 Sheridan Alley","4130","QLD","Australia","7","{""formula"":"""",""result"":0.52}","{""formula"":""Q447*(IF(J447=\""Yes\"",1.25,1))"",""result"":0.65}","{""formula"":""R447*(IF(OR(VALUE(P447)>8,VALUE(D447)>80),1.25,1))"",""result"":0.65}","{""formula"":""S447*(IF(H447=\""Mass Customer\"",0.85,1))"",""result"":0.5525}","{""formula"":""RANK(W447,W1:W1002,0)"",""result"":444}","444","0.9"
"Claudell","Rounsefell","Male","67","1993-11-27","VP Sales","Financial Services","Affluent Customer","N","No","8","61416 Karstens Place","4217","QLD","Australia","5","{""formula"":"""",""result"":0.4}","{""formula"":""Q448*(IF(J448=\""Yes\"",1.25,1))"",""result"":0.4}","{""formula"":""R448*(IF(OR(VALUE(P448)>8,VALUE(D448)>80),1.25,1))"",""result"":0.4}","{""formula"":""S448*(IF(H448=\""Mass Customer\"",0.85,1))"",""result"":0.4}","{""formula"":""RANK(W448,W1:W1002,0)"",""result"":444}","444","0.9"
"Garwin","Nurden","Male","54","1958-04-19","Programmer I","Property","High Net Worth","N","Yes","5","0 Union Parkway","3142","VIC","Australia","11","{""formula"":"""",""result"":1.04}","{""formula"":""Q449*(IF(J449=\""Yes\"",1.25,1))"",""result"":1.3}","{""formula"":""R449*(IF(OR(VALUE(P449)>8,VALUE(D449)>80),1.25,1))"",""result"":1.625}","{""formula"":""S449*(IF(H449=\""Mass Customer\"",0.85,1))"",""result"":1.625}","{""formula"":""RANK(W449,W1:W1002,0)"",""result"":444}","444","0.9"
"Bunny","Leebetter","Female","83","1966-04-30","Quality Engineer","Manufacturing","High Net Worth","N","Yes","8","4 Lukken Lane","4301","QLD","Australia","4","{""formula"":"""",""result"":0.46}","{""formula"":""Q450*(IF(J450=\""Yes\"",1.25,1))"",""result"":0.5750000000000001}","{""formula"":""R450*(IF(OR(VALUE(P450)>8,VALUE(D450)>80),1.25,1))"",""result"":0.7187500000000001}","{""formula"":""S450*(IF(H450=\""Mass Customer\"",0.85,1))"",""result"":0.7187500000000001}","{""formula"":""RANK(W450,W1:W1002,0)"",""result"":444}","444","0.9"
"Matias","Melloi","Male","61","1977-02-03","Legal Assistant","Retail","Affluent Customer","N","No","11","1507 Schlimgen Trail","2155","NSW","Australia","10","{""formula"":"""",""result"":0.83}","{""formula"":""Q451*(IF(J451=\""Yes\"",1.25,1))"",""result"":0.83}","{""formula"":""R451*(IF(OR(VALUE(P451)>8,VALUE(D451)>80),1.25,1))"",""result"":1.0375}","{""formula"":""S451*(IF(H451=\""Mass Customer\"",0.85,1))"",""result"":1.0375}","{""formula"":""RANK(W451,W1:W1002,0)"",""result"":444}","444","0.9"
"Sada","Dowyer","Female","47","1998-11-22","Human Resources Manager","n/a","High Net Worth","N","Yes","3","4 Meadow Ridge Place","2090","NSW","Australia","10","{""formula"":"""",""result"":1.02}","{""formula"":""Q452*(IF(J452=\""Yes\"",1.25,1))"",""result"":1.275}","{""formula"":""R452*(IF(OR(VALUE(P452)>8,VALUE(D452)>80),1.25,1))"",""result"":1.59375}","{""formula"":""S452*(IF(H452=\""Mass Customer\"",0.85,1))"",""result"":1.59375}","{""formula"":""RANK(W452,W1:W1002,0)"",""result"":450}","450","0.8999999999999999"
"Anet","Roseman","Female","84","1996-11-24","Programmer Analyst III","Financial Services","Mass Customer","N","No","9","31 Melody Circle","3814","VIC","Australia","4","{""formula"":"""",""result"":0.81}","{""formula"":""Q453*(IF(J453=\""Yes\"",1.25,1))"",""result"":0.81}","{""formula"":""R453*(IF(OR(VALUE(P453)>8,VALUE(D453)>80),1.25,1))"",""result"":1.0125}","{""formula"":""S453*(IF(H453=\""Mass Customer\"",0.85,1))"",""result"":0.8606250000000001}","{""formula"":""RANK(W453,W1:W1002,0)"",""result"":450}","450","0.8999999999999999"
"Katie","Warhurst","Female","0","1991-12-02","Help Desk Operator","Retail","High Net Worth","N","Yes","14","96 Rutledge Drive","3064","VIC","Australia","5","{""formula"":"""",""result"":0.59}","{""formula"":""Q454*(IF(J454=\""Yes\"",1.25,1))"",""result"":0.7374999999999999}","{""formula"":""R454*(IF(OR(VALUE(P454)>8,VALUE(D454)>80),1.25,1))"",""result"":0.7374999999999999}","{""formula"":""S454*(IF(H454=\""Mass Customer\"",0.85,1))"",""result"":0.7374999999999999}","{""formula"":""RANK(W454,W1:W1002,0)"",""result"":450}","450","0.8999999999999999"
"Celia","Bryden","Female","12","1943-04-06","Chemical Engineer","Manufacturing","High Net Worth","N","No","21","2905 Towne Place","2114","NSW","Australia","9","{""formula"":"""",""result"":1.08}","{""formula"":""Q455*(IF(J455=\""Yes\"",1.25,1))"",""result"":1.08}","{""formula"":""R455*(IF(OR(VALUE(P455)>8,VALUE(D455)>80),1.25,1))"",""result"":1.35}","{""formula"":""S455*(IF(H455=\""Mass Customer\"",0.85,1))"",""result"":1.35}","{""formula"":""RANK(W455,W1:W1002,0)"",""result"":450}","450","0.8999999999999999"
"Stearne","Trolley","Male","42","1982-02-01","Automation Specialist IV","Financial Services","High Net Worth","N","No","14","638 Caliangt Avenue","2137","NSW","Australia","11","{""formula"":"""",""result"":0.45}","{""formula"":""Q456*(IF(J456=\""Yes\"",1.25,1))"",""result"":0.45}","{""formula"":""R456*(IF(OR(VALUE(P456)>8,VALUE(D456)>80),1.25,1))"",""result"":0.5625}","{""formula"":""S456*(IF(H456=\""Mass Customer\"",0.85,1))"",""result"":0.5625}","{""formula"":""RANK(W456,W1:W1002,0)"",""result"":450}","450","0.8999999999999999"
"Tristam","Larose","Male","70","1985-01-29","VP Accounting","Financial Services","Mass Customer","N","No","17","9645 Moose Terrace","2137","NSW","Australia","11","{""formula"":"""",""result"":0.53}","{""formula"":""Q457*(IF(J457=\""Yes\"",1.25,1))"",""result"":0.53}","{""formula"":""R457*(IF(OR(VALUE(P457)>8,VALUE(D457)>80),1.25,1))"",""result"":0.6625000000000001}","{""formula"":""S457*(IF(H457=\""Mass Customer\"",0.85,1))"",""result"":0.5631250000000001}","{""formula"":""RANK(W457,W1:W1002,0)"",""result"":455}","455","0.8925"
"Laurena",,"Female","21","1961-07-31","VP Sales","n/a","High Net Worth","N","No","10","7 Messerschmidt Crossing","3810","VIC","Australia","6","{""formula"":"""",""result"":0.86}","{""formula"":""Q458*(IF(J458=\""Yes\"",1.25,1))"",""result"":0.86}","{""formula"":""R458*(IF(OR(VALUE(P458)>8,VALUE(D458)>80),1.25,1))"",""result"":0.86}","{""formula"":""S458*(IF(H458=\""Mass Customer\"",0.85,1))"",""result"":0.86}","{""formula"":""RANK(W458,W1:W1002,0)"",""result"":455}","455","0.8925"
"Heloise","Fairpool","Female","17","1976-09-07","Information Systems Manager","Manufacturing","High Net Worth","N","No","17","005 Loeprich Way","4680","QLD","Australia","3","{""formula"":"""",""result"":1.07}","{""formula"":""Q459*(IF(J459=\""Yes\"",1.25,1))"",""result"":1.07}","{""formula"":""R459*(IF(OR(VALUE(P459)>8,VALUE(D459)>80),1.25,1))"",""result"":1.07}","{""formula"":""S459*(IF(H459=\""Mass Customer\"",0.85,1))"",""result"":1.07}","{""formula"":""RANK(W459,W1:W1002,0)"",""result"":455}","455","0.8925"
"Dory","Malpass","Female","19","1972-08-27",,"n/a","Affluent Customer","N","Yes","13","3653 Steensland Road","4103","QLD","Australia","8","{""formula"":"""",""result"":0.48}","{""formula"":""Q460*(IF(J460=\""Yes\"",1.25,1))"",""result"":0.6}","{""formula"":""R460*(IF(OR(VALUE(P460)>8,VALUE(D460)>80),1.25,1))"",""result"":0.6}","{""formula"":""S460*(IF(H460=\""Mass Customer\"",0.85,1))"",""result"":0.6}","{""formula"":""RANK(W460,W1:W1002,0)"",""result"":455}","455","0.8925"
"Marcellina","Baynton","Female","60","1947-03-11","Software Engineer III","Financial Services","Mass Customer","N","No","16","56 Comanche Terrace","3141","VIC","Australia","10","{""formula"":"""",""result"":0.48}","{""formula"":""Q461*(IF(J461=\""Yes\"",1.25,1))"",""result"":0.48}","{""formula"":""R461*(IF(OR(VALUE(P461)>8,VALUE(D461)>80),1.25,1))"",""result"":0.6}","{""formula"":""S461*(IF(H461=\""Mass Customer\"",0.85,1))"",""result"":0.51}","{""formula"":""RANK(W461,W1:W1002,0)"",""result"":455}","455","0.8925"
"Gregorius","Leal","Male","7","1951-04-29",,"Retail","Affluent Customer","N","Yes","21","66 Merry Court","2033","NSW","Australia","12","{""formula"":"""",""result"":0.88}","{""formula"":""Q462*(IF(J462=\""Yes\"",1.25,1))"",""result"":1.1}","{""formula"":""R462*(IF(OR(VALUE(P462)>8,VALUE(D462)>80),1.25,1))"",""result"":1.375}","{""formula"":""S462*(IF(H462=\""Mass Customer\"",0.85,1))"",""result"":1.375}","{""formula"":""RANK(W462,W1:W1002,0)"",""result"":455}","455","0.8925"
"Deana","Canton","Female","67","1974-11-25",,"Property","Mass Customer","N","Yes","14","92 Ludington Street","4301","QLD","Australia","3","{""formula"":"""",""result"":0.4}","{""formula"":""Q463*(IF(J463=\""Yes\"",1.25,1))"",""result"":0.5}","{""formula"":""R463*(IF(OR(VALUE(P463)>8,VALUE(D463)>80),1.25,1))"",""result"":0.5}","{""formula"":""S463*(IF(H463=\""Mass Customer\"",0.85,1))"",""result"":0.425}","{""formula"":""RANK(W463,W1:W1002,0)"",""result"":455}","455","0.8925"
"Kori","Sparsholt","Female","59","1940-05-19","Office Assistant II","n/a","Mass Customer","N","Yes","19","37 Rigney Park","2171","NSW","Australia","9","{""formula"":"""",""result"":0.73}","{""formula"":""Q464*(IF(J464=\""Yes\"",1.25,1))"",""result"":0.9125}","{""formula"":""R464*(IF(OR(VALUE(P464)>8,VALUE(D464)>80),1.25,1))"",""result"":1.140625}","{""formula"":""S464*(IF(H464=\""Mass Customer\"",0.85,1))"",""result"":0.96953125}","{""formula"":""RANK(W464,W1:W1002,0)"",""result"":455}","455","0.8925"
"Lucky","Klainman","Female","24","1947-11-26","Chief Design Engineer","Retail","Mass Customer","N","No","8","0796 Barnett Plaza","3758","VIC","Australia","4","{""formula"":"""",""result"":1.02}","{""formula"":""Q465*(IF(J465=\""Yes\"",1.25,1))"",""result"":1.02}","{""formula"":""R465*(IF(OR(VALUE(P465)>8,VALUE(D465)>80),1.25,1))"",""result"":1.02}","{""formula"":""S465*(IF(H465=\""Mass Customer\"",0.85,1))"",""result"":0.867}","{""formula"":""RANK(W465,W1:W1002,0)"",""result"":455}","455","0.8925"
"Erasmus","Olenchenko","Male","56","1965-02-03","Software Test Engineer IV","Property","Mass Customer","N","Yes","5","415 Rockefeller Trail","2484","NSW","Australia","7","{""formula"":"""",""result"":0.79}","{""formula"":""Q466*(IF(J466=\""Yes\"",1.25,1))"",""result"":0.9875}","{""formula"":""R466*(IF(OR(VALUE(P466)>8,VALUE(D466)>80),1.25,1))"",""result"":0.9875}","{""formula"":""S466*(IF(H466=\""Mass Customer\"",0.85,1))"",""result"":0.839375}","{""formula"":""RANK(W466,W1:W1002,0)"",""result"":464}","464","0.8906249999999999"
"Carita","Sand","Female","25","1977-03-20","Quality Engineer","Retail","Mass Customer","N","No","16","846 Loftsgordon Crossing","2154","NSW","Australia","11","{""formula"":"""",""result"":0.81}","{""formula"":""Q467*(IF(J467=\""Yes\"",1.25,1))"",""result"":0.81}","{""formula"":""R467*(IF(OR(VALUE(P467)>8,VALUE(D467)>80),1.25,1))"",""result"":1.0125}","{""formula"":""S467*(IF(H467=\""Mass Customer\"",0.85,1))"",""result"":0.8606250000000001}","{""formula"":""RANK(W467,W1:W1002,0)"",""result"":464}","464","0.8906249999999999"
"Lynnett","Tipper","Female","22","1993-08-03","Social Worker","Health","High Net Worth","N","Yes","2","9 Ridgeview Avenue","3109","VIC","Australia","10","{""formula"":"""",""result"":0.92}","{""formula"":""Q468*(IF(J468=\""Yes\"",1.25,1))"",""result"":1.15}","{""formula"":""R468*(IF(OR(VALUE(P468)>8,VALUE(D468)>80),1.25,1))"",""result"":1.4375}","{""formula"":""S468*(IF(H468=\""Mass Customer\"",0.85,1))"",""result"":1.4375}","{""formula"":""RANK(W468,W1:W1002,0)"",""result"":466}","466","0.89"
"Thorn","Stigers","Male","42","1972-05-19","Business Systems Development Analyst","Financial Services","Mass Customer","N","No","19","6218 Delladonna Parkway","4115","QLD","Australia","8","{""formula"":"""",""result"":1.08}","{""formula"":""Q469*(IF(J469=\""Yes\"",1.25,1))"",""result"":1.08}","{""formula"":""R469*(IF(OR(VALUE(P469)>8,VALUE(D469)>80),1.25,1))"",""result"":1.08}","{""formula"":""S469*(IF(H469=\""Mass Customer\"",0.85,1))"",""result"":0.918}","{""formula"":""RANK(W469,W1:W1002,0)"",""result"":466}","466","0.89"
"Lela","Billing","Female","38","1970-12-17","Programmer Analyst III","n/a","Mass Customer","N","Yes","18","095 Glacier Hill Circle","2571","NSW","Australia","7","{""formula"":"""",""result"":0.51}","{""formula"":""Q470*(IF(J470=\""Yes\"",1.25,1))"",""result"":0.6375}","{""formula"":""R470*(IF(OR(VALUE(P470)>8,VALUE(D470)>80),1.25,1))"",""result"":0.6375}","{""formula"":""S470*(IF(H470=\""Mass Customer\"",0.85,1))"",""result"":0.541875}","{""formula"":""RANK(W470,W1:W1002,0)"",""result"":468}","468","0.8898437499999999"
"Norah","Mapis","Female","75","2000-12-09","Assistant Manager","Argiculture","Mass Customer","N","No","10","057 Victoria Crossing","2263","NSW","Australia","9","{""formula"":"""",""result"":0.42}","{""formula"":""Q471*(IF(J471=\""Yes\"",1.25,1))"",""result"":0.42}","{""formula"":""R471*(IF(OR(VALUE(P471)>8,VALUE(D471)>80),1.25,1))"",""result"":0.525}","{""formula"":""S471*(IF(H471=\""Mass Customer\"",0.85,1))"",""result"":0.44625}","{""formula"":""RANK(W471,W1:W1002,0)"",""result"":468}","468","0.8898437499999999"
"Moina","Rosenbaum","Female","50","2001-08-04","Graphic Designer","IT","Mass Customer","N","No","14","0 Memorial Road","3109","VIC","Australia","10","{""formula"":"""",""result"":1.07}","{""formula"":""Q472*(IF(J472=\""Yes\"",1.25,1))"",""result"":1.07}","{""formula"":""R472*(IF(OR(VALUE(P472)>8,VALUE(D472)>80),1.25,1))"",""result"":1.3375}","{""formula"":""S472*(IF(H472=\""Mass Customer\"",0.85,1))"",""result"":1.136875}","{""formula"":""RANK(W472,W1:W1002,0)"",""result"":468}","468","0.8898437499999999"
"Ceciley","Harg","Female","50","1990-10-19","Nurse Practicioner","Retail","Mass Customer","N","Yes","4","409 Starling Lane","4172","QLD","Australia","7","{""formula"":"""",""result"":0.49}","{""formula"":""Q473*(IF(J473=\""Yes\"",1.25,1))"",""result"":0.6125}","{""formula"":""R473*(IF(OR(VALUE(P473)>8,VALUE(D473)>80),1.25,1))"",""result"":0.6125}","{""formula"":""S473*(IF(H473=\""Mass Customer\"",0.85,1))"",""result"":0.520625}","{""formula"":""RANK(W473,W1:W1002,0)"",""result"":471}","471","0.8875"
"Torry","de la Valette Parisot","Male","95","1967-03-14","VP Marketing","Telecommunications","Mass Customer","N","Yes","18","36963 Pierstorff Terrace","3168","VIC","Australia","9","{""formula"":"""",""result"":0.44}","{""formula"":""Q474*(IF(J474=\""Yes\"",1.25,1))"",""result"":0.55}","{""formula"":""R474*(IF(OR(VALUE(P474)>8,VALUE(D474)>80),1.25,1))"",""result"":0.6875}","{""formula"":""S474*(IF(H474=\""Mass Customer\"",0.85,1))"",""result"":0.584375}","{""formula"":""RANK(W474,W1:W1002,0)"",""result"":471}","471","0.8875"
"Sigismund","Sedger","Male","9","1999-11-29","Accountant II","Manufacturing","Affluent Customer","N","No","7","8069 Sunbrook Way","2155","NSW","Australia","10","{""formula"":"""",""result"":0.71}","{""formula"":""Q475*(IF(J475=\""Yes\"",1.25,1))"",""result"":0.71}","{""formula"":""R475*(IF(OR(VALUE(P475)>8,VALUE(D475)>80),1.25,1))"",""result"":0.8875}","{""formula"":""S475*(IF(H475=\""Mass Customer\"",0.85,1))"",""result"":0.8875}","{""formula"":""RANK(W475,W1:W1002,0)"",""result"":473}","473","0.884"
"Irvine","Headon","Male","99","1956-04-21","Geologist III","IT","Affluent Customer","N","Yes","20","9 Hovde Way","2322","NSW","Australia","5","{""formula"":"""",""result"":0.68}","{""formula"":""Q476*(IF(J476=\""Yes\"",1.25,1))"",""result"":0.8500000000000001}","{""formula"":""R476*(IF(OR(VALUE(P476)>8,VALUE(D476)>80),1.25,1))"",""result"":1.0625}","{""formula"":""S476*(IF(H476=\""Mass Customer\"",0.85,1))"",""result"":1.0625}","{""formula"":""RANK(W476,W1:W1002,0)"",""result"":473}","473","0.884"
"Laurie",,"Male","31","1979-07-28","Assistant Media Planner","Entertainment","Mass Customer","N","Yes","15","94 Barby Lane","2210","NSW","Australia","10","{""formula"":"""",""result"":1}","{""formula"":""Q477*(IF(J477=\""Yes\"",1.25,1))"",""result"":1.25}","{""formula"":""R477*(IF(OR(VALUE(P477)>8,VALUE(D477)>80),1.25,1))"",""result"":1.5625}","{""formula"":""S477*(IF(H477=\""Mass Customer\"",0.85,1))"",""result"":1.328125}","{""formula"":""RANK(W477,W1:W1002,0)"",""result"":475}","475","0.8818749999999999"
"Tomkin","Bernlin","Male","7","2001-12-29","Food Chemist","Health","Affluent Customer","N","Yes","9","0492 Kings Street","2480","NSW","Australia","3","{""formula"":"""",""result"":0.49}","{""formula"":""Q478*(IF(J478=\""Yes\"",1.25,1))"",""result"":0.6125}","{""formula"":""R478*(IF(OR(VALUE(P478)>8,VALUE(D478)>80),1.25,1))"",""result"":0.6125}","{""formula"":""S478*(IF(H478=\""Mass Customer\"",0.85,1))"",""result"":0.6125}","{""formula"":""RANK(W478,W1:W1002,0)"",""result"":475}","475","0.8818749999999999"
"Genni","Fanstone","Female","25","1972-07-29","Administrative Assistant II","Entertainment","Mass Customer","N","No","16","1 Fair Oaks Alley","3149","VIC","Australia","10","{""formula"":"""",""result"":0.68}","{""formula"":""Q479*(IF(J479=\""Yes\"",1.25,1))"",""result"":0.68}","{""formula"":""R479*(IF(OR(VALUE(P479)>8,VALUE(D479)>80),1.25,1))"",""result"":0.8500000000000001}","{""formula"":""S479*(IF(H479=\""Mass Customer\"",0.85,1))"",""result"":0.7225}","{""formula"":""RANK(W479,W1:W1002,0)"",""result"":475}","475","0.8818749999999999"
"Blondie",,"Female","43","1995-10-03","Actuary","Financial Services","High Net Worth","N","No","11","780 Norway Maple Hill","2565","NSW","Australia","8","{""formula"":"""",""result"":0.79}","{""formula"":""Q480*(IF(J480=\""Yes\"",1.25,1))"",""result"":0.79}","{""formula"":""R480*(IF(OR(VALUE(P480)>8,VALUE(D480)>80),1.25,1))"",""result"":0.79}","{""formula"":""S480*(IF(H480=\""Mass Customer\"",0.85,1))"",""result"":0.79}","{""formula"":""RANK(W480,W1:W1002,0)"",""result"":478}","478","0.88"
"Aloysius","Killingsworth","Male","89","1957-02-14","VP Quality Control","n/a","Mass Customer","N","No","12","625 Mandrake Junction","2145","NSW","Australia","9","{""formula"":"""",""result"":0.9}","{""formula"":""Q481*(IF(J481=\""Yes\"",1.25,1))"",""result"":0.9}","{""formula"":""R481*(IF(OR(VALUE(P481)>8,VALUE(D481)>80),1.25,1))"",""result"":1.125}","{""formula"":""S481*(IF(H481=\""Mass Customer\"",0.85,1))"",""result"":0.9562499999999999}","{""formula"":""RANK(W481,W1:W1002,0)"",""result"":478}","478","0.88"
"Carola","Philler","Female","73","1951-04-30","Dental Hygienist","Health","High Net Worth","N","No","15","1037 Roth Park","2145","NSW","Australia","7","{""formula"":"""",""result"":1.05}","{""formula"":""Q482*(IF(J482=\""Yes\"",1.25,1))"",""result"":1.05}","{""formula"":""R482*(IF(OR(VALUE(P482)>8,VALUE(D482)>80),1.25,1))"",""result"":1.05}","{""formula"":""S482*(IF(H482=\""Mass Customer\"",0.85,1))"",""result"":1.05}","{""formula"":""RANK(W482,W1:W1002,0)"",""result"":478}","478","0.88"
"Fitzgerald","Hellikes","Male","25","1979-07-28","Media Manager IV","Health","Mass Customer","N","Yes","10","315 Center Park","3040","VIC","Australia","7","{""formula"":"""",""result"":0.83}","{""formula"":""Q483*(IF(J483=\""Yes\"",1.25,1))"",""result"":1.0375}","{""formula"":""R483*(IF(OR(VALUE(P483)>8,VALUE(D483)>80),1.25,1))"",""result"":1.0375}","{""formula"":""S483*(IF(H483=\""Mass Customer\"",0.85,1))"",""result"":0.8818749999999999}","{""formula"":""RANK(W483,W1:W1002,0)"",""result"":478}","478","0.88"
"Ingmar","Okenden","Male","97","1959-03-01","Compensation Analyst","Financial Services","Mass Customer","N","Yes","8","1 Graceland Plaza","3216","VIC","Australia","2","{""formula"":"""",""result"":0.64}","{""formula"":""Q484*(IF(J484=\""Yes\"",1.25,1))"",""result"":0.8}","{""formula"":""R484*(IF(OR(VALUE(P484)>8,VALUE(D484)>80),1.25,1))"",""result"":1}","{""formula"":""S484*(IF(H484=\""Mass Customer\"",0.85,1))"",""result"":0.85}","{""formula"":""RANK(W484,W1:W1002,0)"",""result"":478}","478","0.88"
"Tina","Dunstan","Female","13","1939-03-06","Account Representative IV","Retail","Affluent Customer","N","No","13","98555 Victoria Hill","2171","NSW","Australia","7","{""formula"":"""",""result"":1.04}","{""formula"":""Q485*(IF(J485=\""Yes\"",1.25,1))"",""result"":1.04}","{""formula"":""R485*(IF(OR(VALUE(P485)>8,VALUE(D485)>80),1.25,1))"",""result"":1.04}","{""formula"":""S485*(IF(H485=\""Mass Customer\"",0.85,1))"",""result"":1.04}","{""formula"":""RANK(W485,W1:W1002,0)"",""result"":483}","483","0.8765625"
"Huberto","Mollatt","Male","82","1961-08-27","Programmer IV","n/a","Mass Customer","N","Yes","14","31121 Pierstorff Center","2770","NSW","Australia","7","{""formula"":"""",""result"":0.93}","{""formula"":""Q486*(IF(J486=\""Yes\"",1.25,1))"",""result"":1.1625}","{""formula"":""R486*(IF(OR(VALUE(P486)>8,VALUE(D486)>80),1.25,1))"",""result"":1.453125}","{""formula"":""S486*(IF(H486=\""Mass Customer\"",0.85,1))"",""result"":1.23515625}","{""formula"":""RANK(W486,W1:W1002,0)"",""result"":483}","483","0.8765625"
"Georgi",,"Male","29","1970-01-14","Assistant Manager","Manufacturing","High Net Worth","N","No","11","59 Garrison Terrace","3215","VIC","Australia","4","{""formula"":"""",""result"":1.06}","{""formula"":""Q487*(IF(J487=\""Yes\"",1.25,1))"",""result"":1.06}","{""formula"":""R487*(IF(OR(VALUE(P487)>8,VALUE(D487)>80),1.25,1))"",""result"":1.06}","{""formula"":""S487*(IF(H487=\""Mass Customer\"",0.85,1))"",""result"":1.06}","{""formula"":""RANK(W487,W1:W1002,0)"",""result"":485}","485","0.8755"
